sum:en_pauling,zeros,var:en_pauling,sum:atomic_number,zeros,var:atomic_number,sum:period,zeros,var:period,sum:atomic_radius_rahm,zeros,var:atomic_radius_rahm,sum:lattice_constant,zeros,var:lattice_constant,sum:gs_bandgap,zeros,var:gs_bandgap,sum:c6_gb,zeros,var:c6_gb,sum:electron_negativity,zeros,var:electron_negativity,gmean:en_pauling,ave:en_pauling,hmean:en_pauling,gmean:atomic_number,ave:atomic_number,hmean:atomic_number,gmean:period,ave:period,hmean:period,gmean:atomic_radius_rahm,ave:atomic_radius_rahm,hmean:atomic_radius_rahm,gmean:lattice_constant,ave:lattice_constant,hmean:lattice_constant,gmean:gs_bandgap,ave:gs_bandgap,hmean:gs_bandgap,gmean:c6_gb,ave:c6_gb,hmean:c6_gb,gmean:electron_negativity,ave:electron_negativity,hmean:electron_negativity,max:en_pauling,zeros,min:en_pauling,max:atomic_number,zeros,min:atomic_number,max:period,zeros,min:period,max:atomic_radius_rahm,zeros,min:atomic_radius_rahm,max:lattice_constant,zeros,min:lattice_constant,max:gs_bandgap,zeros,min:gs_bandgap,max:c6_gb,zeros,min:c6_gb,max:electron_negativity,zeros,min:electron_negativity,sum:num_unfilled,zeros,var:num_unfilled,sum:num_valance,zeros,var:num_valance,sum:covalent_radius_slater,zeros,var:covalent_radius_slater,sum:atomic_radius,zeros,var:atomic_radius,sum:gs_energy,zeros,var:gs_energy,sum:bulk_modulus,zeros,var:bulk_modulus,sum:en_ghosh,zeros,var:en_ghosh,sum:num_s_valence,zeros,var:num_s_valence,gmean:num_unfilled,ave:num_unfilled,hmean:num_unfilled,gmean:num_valance,ave:num_valance,hmean:num_valance,gmean:covalent_radius_slater,ave:covalent_radius_slater,hmean:covalent_radius_slater,gmean:atomic_radius,ave:atomic_radius,hmean:atomic_radius,gmean:gs_energy,ave:gs_energy,hmean:gs_energy,gmean:bulk_modulus,ave:bulk_modulus,hmean:bulk_modulus,gmean:en_ghosh,ave:en_ghosh,hmean:en_ghosh,gmean:num_s_valence,ave:num_s_valence,hmean:num_s_valence,max:num_unfilled,zeros,min:num_unfilled,max:num_valance,zeros,min:num_valance,max:covalent_radius_slater,zeros,min:covalent_radius_slater,max:atomic_radius,zeros,min:atomic_radius,max:gs_energy,zeros,min:gs_energy,max:bulk_modulus,zeros,min:bulk_modulus,max:en_ghosh,zeros,min:en_ghosh,max:num_s_valence,zeros,min:num_s_valence,sum:num_s_unfilled,zeros,var:num_s_unfilled,sum:covalent_radius_cordero,zeros,var:covalent_radius_cordero,sum:vdw_radius,zeros,var:vdw_radius,sum:gs_est_bcc_latcnt,zeros,var:gs_est_bcc_latcnt,sum:sound_velocity,zeros,var:sound_velocity,sum:en_allen,zeros,var:en_allen,sum:num_d_unfilled,zeros,var:num_d_unfilled,sum:num_d_valence,zeros,var:num_d_valence,gmean:num_s_unfilled,ave:num_s_unfilled,hmean:num_s_unfilled,gmean:covalent_radius_cordero,ave:covalent_radius_cordero,hmean:covalent_radius_cordero,gmean:vdw_radius,ave:vdw_radius,hmean:vdw_radius,gmean:gs_est_bcc_latcnt,ave:gs_est_bcc_latcnt,hmean:gs_est_bcc_latcnt,gmean:sound_velocity,ave:sound_velocity,hmean:sound_velocity,gmean:en_allen,ave:en_allen,hmean:en_allen,gmean:num_d_unfilled,ave:num_d_unfilled,hmean:num_d_unfilled,gmean:num_d_valence,ave:num_d_valence,hmean:num_d_valence,max:num_s_unfilled,zeros,min:num_s_unfilled,max:covalent_radius_cordero,zeros,min:covalent_radius_cordero,max:vdw_radius,zeros,min:vdw_radius,max:gs_est_bcc_latcnt,zeros,min:gs_est_bcc_latcnt,max:sound_velocity,zeros,min:sound_velocity,max:en_allen,zeros,min:en_allen,max:num_d_unfilled,zeros,min:num_d_unfilled,max:num_d_valence,zeros,min:num_d_valence,sum:covalent_radius_pyykko,zeros,var:covalent_radius_pyykko,sum:vdw_radius_uff,zeros,var:vdw_radius_uff,sum:gs_est_fcc_latcnt,zeros,var:gs_est_fcc_latcnt,sum:atomic_weight,zeros,var:atomic_weight,sum:electron_affinity,zeros,var:electron_affinity,sum:num_p_unfilled,zeros,var:num_p_unfilled,sum:num_p_valence,zeros,var:num_p_valence,sum:covalent_radius_pyykko_double,zeros,var:covalent_radius_pyykko_double,gmean:covalent_radius_pyykko,ave:covalent_radius_pyykko,hmean:covalent_radius_pyykko,gmean:vdw_radius_uff,ave:vdw_radius_uff,hmean:vdw_radius_uff,gmean:gs_est_fcc_latcnt,ave:gs_est_fcc_latcnt,hmean:gs_est_fcc_latcnt,gmean:atomic_weight,ave:atomic_weight,hmean:atomic_weight,gmean:electron_affinity,ave:electron_affinity,hmean:electron_affinity,gmean:num_p_unfilled,ave:num_p_unfilled,hmean:num_p_unfilled,gmean:num_p_valence,ave:num_p_valence,hmean:num_p_valence,gmean:covalent_radius_pyykko_double,ave:covalent_radius_pyykko_double,hmean:covalent_radius_pyykko_double,max:covalent_radius_pyykko,zeros,min:covalent_radius_pyykko,max:vdw_radius_uff,zeros,min:vdw_radius_uff,max:gs_est_fcc_latcnt,zeros,min:gs_est_fcc_latcnt,max:atomic_weight,zeros,min:atomic_weight,max:electron_affinity,zeros,min:electron_affinity,max:num_p_unfilled,zeros,min:num_p_unfilled,max:num_p_valence,zeros,min:num_p_valence,max:covalent_radius_pyykko_double,zeros,min:covalent_radius_pyykko_double,sum:vdw_radius_alvarez,zeros,var:vdw_radius_alvarez,sum:gs_mag_moment,zeros,var:gs_mag_moment,sum:density,zeros,var:density,sum:mendeleev_number,zeros,var:mendeleev_number,sum:num_f_unfilled,zeros,var:num_f_unfilled,sum:num_f_valence,zeros,var:num_f_valence,sum:covalent_radius_pyykko_triple,zeros,var:covalent_radius_pyykko_triple,sum:vdw_radius_mm3,zeros,var:vdw_radius_mm3,gmean:vdw_radius_alvarez,ave:vdw_radius_alvarez,hmean:vdw_radius_alvarez,gmean:gs_mag_moment,ave:gs_mag_moment,hmean:gs_mag_moment,gmean:density,ave:density,hmean:density,gmean:mendeleev_number,ave:mendeleev_number,hmean:mendeleev_number,gmean:num_f_unfilled,ave:num_f_unfilled,hmean:num_f_unfilled,gmean:num_f_valence,ave:num_f_valence,hmean:num_f_valence,gmean:covalent_radius_pyykko_triple,ave:covalent_radius_pyykko_triple,hmean:covalent_radius_pyykko_triple,gmean:vdw_radius_mm3,ave:vdw_radius_mm3,hmean:vdw_radius_mm3,max:vdw_radius_alvarez,zeros,min:vdw_radius_alvarez,max:gs_mag_moment,zeros,min:gs_mag_moment,max:density,zeros,min:density,max:mendeleev_number,zeros,min:mendeleev_number,max:num_f_unfilled,zeros,min:num_f_unfilled,max:num_f_valence,zeros,min:num_f_valence,max:covalent_radius_pyykko_triple,zeros,min:covalent_radius_pyykko_triple,max:vdw_radius_mm3,zeros,min:vdw_radius_mm3,sum:gs_volume_per,zeros,var:gs_volume_per,sum:molar_volume,zeros,var:molar_volume,sum:heat_capacity_molar,zeros,var:heat_capacity_molar,sum:heat_capacity_mass,zeros,var:heat_capacity_mass,sum:first_ion_en,zeros,var:first_ion_en,sum:heat_of_formation,zeros,var:heat_of_formation,sum:boiling_point,zeros,var:boiling_point,sum:dipole_polarizability,zeros,var:dipole_polarizability,gmean:gs_volume_per,ave:gs_volume_per,hmean:gs_volume_per,gmean:molar_volume,ave:molar_volume,hmean:molar_volume,gmean:heat_capacity_molar,ave:heat_capacity_molar,hmean:heat_capacity_molar,gmean:heat_capacity_mass,ave:heat_capacity_mass,hmean:heat_capacity_mass,gmean:first_ion_en,ave:first_ion_en,hmean:first_ion_en,gmean:heat_of_formation,ave:heat_of_formation,hmean:heat_of_formation,gmean:boiling_point,ave:boiling_point,hmean:boiling_point,gmean:dipole_polarizability,ave:dipole_polarizability,hmean:dipole_polarizability,max:gs_volume_per,zeros,min:gs_volume_per,max:molar_volume,zeros,min:molar_volume,max:heat_capacity_molar,zeros,min:heat_capacity_molar,max:heat_capacity_mass,zeros,min:heat_capacity_mass,max:first_ion_en,zeros,min:first_ion_en,max:heat_of_formation,zeros,min:heat_of_formation,max:boiling_point,zeros,min:boiling_point,max:dipole_polarizability,zeros,min:dipole_polarizability,sum:icsd_volume,zeros,var:icsd_volume,sum:thermal_conductivity,zeros,var:thermal_conductivity,sum:specific_heat,zeros,var:specific_heat,sum:fusion_enthalpy,zeros,var:fusion_enthalpy,sum:evaporation_heat,zeros,var:evaporation_heat,sum:melting_point,zeros,var:melting_point,sum:Polarizability,zeros,var:Polarizability,sum:atomic_volume,zeros,var:atomic_volume,gmean:icsd_volume,ave:icsd_volume,hmean:icsd_volume,gmean:thermal_conductivity,ave:thermal_conductivity,hmean:thermal_conductivity,gmean:specific_heat,ave:specific_heat,hmean:specific_heat,gmean:fusion_enthalpy,ave:fusion_enthalpy,hmean:fusion_enthalpy,gmean:evaporation_heat,ave:evaporation_heat,hmean:evaporation_heat,gmean:melting_point,ave:melting_point,hmean:melting_point,gmean:Polarizability,ave:Polarizability,hmean:Polarizability,gmean:atomic_volume,ave:atomic_volume,hmean:atomic_volume,max:icsd_volume,zeros,min:icsd_volume,max:thermal_conductivity,zeros,min:thermal_conductivity,max:specific_heat,zeros,min:specific_heat,max:fusion_enthalpy,zeros,min:fusion_enthalpy,max:evaporation_heat,zeros,min:evaporation_heat,max:melting_point,zeros,min:melting_point,max:Polarizability,zeros,min:Polarizability,max:atomic_volume,zeros,min:atomic_volume
16,0,255,18,0,191,10,0,255,11,0,255,50,0,31,93,0,255,6,0,255,16,0,255,109,139,81,36,55,9,33,46,18,142,155,129,250,253,247,0,255,0,35,124,0,109,139,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,31,23,0,34,8,0,255,8,0,255,222,0,0,0,0,56,18,0,255,30,0,20,209,189,213,99,86,112,6,23,0,0,14,0,0,0,0,0,0,8,238,255,211,237,237,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,11,0,255,10,0,255,6,0,125,71,0,249,18,0,255,49,0,219,31,0,24,0,18,0,83,137,18,0,0,0,0,0,0,255,255,255,255,255,255,0,218,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,255,12,0,36,6,0,125,20,0,214,60,0,18,30,0,88,23,0,240,4,0,203,0,0,0,28,30,34,0,0,0,44,65,13,251,253,248,0,137,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,255,0,0,5,24,0,22,16,0,255,0,0,0,0,0,0,5,0,178,11,0,217,0,0,0,0,5,0,70,67,69,159,174,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,165,12,0,255,16,0,27,19,0,255,19,0,255,23,0,255,8,0,129,0,0,0,17,47,0,21,68,0,198,195,201,255,255,255,35,74,15,73,101,68,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,0,43,15,0,54,42,0,255,22,0,255,27,0,255,3,0,131,0,0,165,0,0,0,6,14,44,178,177,179,47,181,0,39,70,0,106,176,89,0,31,0,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,98,120,0,0,138,0,29,151,0,70,175,0,129,149,0,52,187,0,165,132,0,98,97,105,90,54,23,91,71,58,86,201,203,199,131,134,125,0,125,0,154,180,159,97,105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,34,92,0,0,142,0,49,149,0,90,72,0,37,127,0,95,140,0,113,158,0,137,255,248,255,0,0,0,87,75,105,160,160,163,0,47,34,107,96,113,188,191,175,124,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,137,147,0,99,149,0,161,153,0,255,141,0,121,136,0,122,161,0,255,61,0,0,0,128,0,89,101,76,221,225,217,255,255,255,20,42,2,108,109,106,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,107,149,0,255,153,0,255,118,0,0,155,0,213,217,0,196,210,0,215,144,0,71,178,179,177,242,255,228,255,255,255,50,16,90,91,104,73,0,239,0,0,255,0,178,173,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,68,0,0,1,100,0,3,139,0,223,0,0,0,0,0,0,137,0,5,144,0,143,92,81,101,0,1,0,0,0,0,152,167,138,0,0,0,0,0,0,125,108,141,208,210,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,255,171,0,224,141,0,33,166,0,63,136,0,138,144,0,73,134,0,101,163,0,217,255,255,255,255,255,255,88,42,123,235,238,232,89,90,87,170,166,168,118,91,131,116,140,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,255,74,0,0,168,0,0,163,0,41,141,0,94,151,0,63,171,0,202,172,0,226,255,255,255,105,60,113,255,255,255,218,162,151,147,147,57,185,163,177,138,153,148,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,177,0,0,119,0,0,167,7,0,200,0,0,0,63,0,183,0,0,146,8,0,177,94,114,77,0,0,0,0,0,0,179,188,168,222,219,225,0,218,0,67,125,48,94,114,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,169,5,0,217,238,0,1,8,0,0,12,0,136,22,0,20,240,214,249,23,24,20,0,0,8,60,72,57,0,26,9,73,32,159,247,249,232,236,237,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,208,10,0,239,9,0,201,36,0,255,7,0,132,11,0,253,0,0,4,0,18,0,54,96,5,132,136,128,108,111,106,115,163,72,200,196,205,0,180,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,213,16,0,218,9,0,201,0,0,138,15,0,24,93,0,255,50,0,46,4,0,156,57,58,56,190,202,179,108,111,106,0,0,0,222,221,223,0,255,0,0,226,0,51,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,150,0,0,5,0,0,8,15,0,204,0,0,0,0,0,0,3,0,115,7,0,255,27,19,34,0,5,0,3,3,5,205,219,193,0,0,0,0,0,0,33,27,38,101,103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,169,8,0,120,0,0,186,21,0,12,7,0,136,24,0,195,24,0,160,0,0,87,107,113,99,119,127,113,0,0,11,255,255,255,201,196,206,124,162,101,157,149,179,25,47,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,187,15,0,11,20,0,14,59,0,167,35,0,163,28,0,144,0,0,87,9,0,121,111,119,100,65,33,216,243,244,243,255,255,241,183,166,219,238,236,247,30,40,45,124,131,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,255,0,206,246,0,44,231,0,0,172,0,255,148,0,43,249,0,18,219,0,0,168,162,173,255,255,255,255,255,255,56,54,58,0,0,0,0,1,0,123,111,188,168,162,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,252,244,0,232,245,0,0,232,0,0,22,0,208,255,0,255,211,0,0,212,0,255,38,48,31,255,255,255,247,246,246,88,66,114,0,196,200,255,255,255,70,60,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,242,0,0,231,0,0,224,0,0,221,0,34,217,0,12,176,0,0,255,0,217,0,255,0,123,111,135,132,125,139,124,107,141,43,12,88,73,69,77,0,102,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,213,0,0,224,0,0,255,0,184,193,0,233,139,0,0,116,0,25,234,0,139,152,140,164,0,0,11,124,107,141,255,255,255,0,0,0,0,0,0,0,0,0,255,255,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,255,0,255,255,0,204,211,0,0,0,0,0,0,0,0,233,0,154,229,0,19,241,238,244,0,255,0,255,255,255,85,77,93,0,0,0,0,0,0,255,255,255,209,209,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,208,0,0,245,0,0,208,0,194,215,0,56,223,0,0,229,0,0,255,0,66,123,76,174,0,0,16,216,204,223,0,0,0,6,6,7,218,191,232,255,236,255,161,149,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,4,213,0,204,211,0,164,189,0,21,227,0,0,229,0,0,255,0,109,208,0,0,97,51,153,243,213,255,0,0,0,34,2,119,255,224,162,214,129,255,158,140,193,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,192,16,0,121,5,0,159,0,0,178,7,0,44,27,0,161,11,0,209,0,0,192,73,95,54,93,93,89,103,108,97,188,196,179,233,237,228,0,172,0,105,165,85,73,95,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,14,0,29,2,0,173,0,0,175,242,0,9,2,0,84,0,0,197,0,0,55,216,201,216,105,89,124,88,98,85,100,109,99,0,11,8,18,28,0,172,185,152,203,205,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,55,3,0,196,0,0,191,0,0,127,28,0,149,0,0,174,49,0,201,31,0,23,0,50,0,151,187,108,57,56,58,76,72,79,186,163,214,187,187,188,0,235,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,59,0,0,127,18,0,134,0,0,108,0,0,32,0,0,255,0,0,104,88,87,89,17,21,22,76,72,79,102,103,94,208,220,192,0,105,0,0,156,0,82,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,5,19,0,20,0,0,225,0,0,0,0,0,0,0,0,101,0,0,117,65,65,65,0,5,0,86,82,83,110,121,102,0,0,0,0,0,0,70,62,77,78,77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,122,2,0,255,9,0,170,0,0,53,0,0,209,0,0,188,0,0,228,8,0,146,75,66,87,100,128,87,132,175,107,181,178,184,195,195,195,0,0,0,0,0,0,82,112,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,41,0,0,56,0,0,169,0,0,216,0,0,210,8,0,134,2,0,255,78,60,96,0,12,0,167,165,169,0,85,47,0,0,19,0,35,0,75,94,79,104,131,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,37,254,0,255,255,0,80,255,0,37,237,0,210,255,0,91,217,0,0,255,0,37,255,255,255,155,166,150,128,124,131,0,0,0,17,12,21,0,108,0,0,0,92,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,255,255,0,255,255,0,31,255,0,51,14,0,255,242,0,224,255,0,40,255,0,239,0,0,0,209,226,191,102,90,116,19,0,46,0,255,255,167,178,143,255,242,255,17,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,239,255,0,26,255,0,83,255,0,153,255,0,154,255,0,67,105,0,97,238,0,255,0,237,0,0,0,0,68,63,74,174,169,179,0,29,0,187,180,195,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,45,255,0,51,255,0,153,252,0,255,255,0,151,255,0,116,255,0,208,255,0,255,74,59,88,255,251,255,174,169,179,150,160,147,21,10,32,0,134,0,0,156,0,209,214,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,35,182,0,181,243,0,255,255,0,9,0,0,0,0,0,0,255,0,255,255,0,144,89,75,100,0,178,0,142,164,125,255,255,255,0,0,0,0,0,0,219,229,209,179,181,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,153,255,0,119,255,0,34,255,0,255,255,0,82,255,0,41,255,0,58,241,0,25,173,158,189,89,99,87,88,47,118,75,87,62,118,114,122,255,255,255,242,255,223,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,187,255,0,255,255,0,255,255,0,73,255,0,52,255,0,84,236,0,64,255,0,120,137,129,154,255,255,168,72,86,58,116,115,45,228,255,34,168,131,194,25,0,88,87,98,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,42,133,0,16,134,0,0,129,0,33,143,0,137,37,0,0,198,0,110,99,0,42,0,0,0,187,155,222,226,219,235,255,255,255,140,146,131,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,70,102,0,40,135,0,14,129,0,35,96,0,40,131,0,80,100,0,29,112,0,168,233,242,214,97,84,113,255,255,255,255,255,255,0,30,30,176,148,218,0,0,0,93,95,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,168,141,0,74,127,0,51,123,0,63,102,0,0,102,0,0,199,0,182,108,0,36,0,160,0,255,255,255,255,255,255,186,172,200,37,0,77,0,0,0,0,255,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,29,112,0,112,123,0,63,135,0,15,132,0,255,87,0,69,55,0,0,129,0,0,255,255,255,24,32,28,186,172,200,194,164,228,103,124,77,0,70,0,0,60,0,254,247,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,28,0,0,2,124,0,7,101,0,137,0,0,0,0,0,0,124,0,0,122,0,0,255,255,255,0,2,0,142,126,153,0,0,0,0,0,0,0,0,0,214,197,229,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,61,127,0,124,138,0,4,116,0,79,102,0,61,103,0,46,104,0,56,168,0,164,185,145,228,156,148,175,255,255,255,119,115,123,0,0,0,47,0,71,87,18,119,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,71,0,61,118,0,18,85,0,0,103,0,51,112,0,10,178,0,156,127,0,124,198,149,250,89,67,161,124,117,131,60,0,255,135,47,255,118,28,161,255,255,255,157,149,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,109,26,0,98,17,0,54,15,0,110,3,0,16,0,0,68,8,0,12,12,0,109,79,89,70,102,87,121,104,96,113,202,207,198,212,209,215,0,108,0,116,126,146,79,89,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,25,0,76,16,0,55,17,0,110,255,0,73,27,0,29,13,0,59,18,0,54,176,156,177,93,92,92,112,104,124,174,179,173,0,98,85,103,73,141,191,185,187,204,206,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,54,14,0,129,18,0,126,21,0,187,0,0,133,10,0,19,0,0,219,35,0,65,0,49,0,136,154,117,177,178,177,188,185,191,6,28,4,153,144,163,0,157,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,67,22,0,209,21,0,187,26,0,110,10,0,36,60,0,171,34,0,138,18,0,32,138,132,144,172,184,163,188,185,191,102,89,121,207,204,208,0,186,0,0,190,0,151,144,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,63,36,0,49,23,0,66,18,0,102,0,0,0,0,0,0,20,0,71,15,0,117,116,107,124,0,47,0,59,62,57,179,183,176,0,0,0,0,0,0,149,139,158,186,187,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,184,26,0,166,22,0,91,18,0,67,7,0,0,16,0,118,15,0,111,11,0,0,187,179,198,187,187,190,159,167,159,199,201,198,145,134,156,55,43,59,84,32,122,66,63,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,176,39,0,77,17,0,76,18,0,79,23,0,116,9,0,89,12,0,0,26,0,167,202,191,214,69,68,136,181,184,178,88,103,106,106,72,102,77,0,145,86,60,129,189,189,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,126,169,0,72,186,0,121,194,0,116,255,0,178,195,0,125,255,0,251,169,0,126,73,84,63,88,76,98,114,115,112,181,186,176,123,130,112,0,127,0,161,213,129,73,84,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,51,138,0,17,189,0,128,189,0,131,0,0,16,165,0,112,175,0,150,204,0,160,251,255,240,53,45,62,123,129,121,105,107,109,0,2,3,129,114,160,107,118,92,101,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,160,200,0,137,190,0,167,183,0,117,218,0,130,177,0,176,255,0,207,115,0,15,0,152,0,129,151,101,169,172,167,122,116,128,140,132,141,88,94,82,0,235,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,170,177,0,104,183,0,117,171,0,75,248,0,245,190,0,134,168,0,88,182,0,162,146,151,142,72,77,74,122,116,128,91,80,100,95,114,71,0,134,0,0,132,0,150,150,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,124,0,0,0,158,0,0,171,0,242,0,0,0,0,0,0,174,0,76,185,0,148,133,132,134,0,0,0,87,76,95,66,78,56,0,0,0,0,0,0,103,94,112,150,151,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,101,184,0,101,186,0,92,196,0,61,179,0,223,180,0,113,180,0,112,224,0,255,121,103,138,93,97,97,80,64,95,162,160,165,73,80,66,146,153,141,164,155,171,172,202,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,100,88,0,26,198,0,1,198,0,101,178,0,109,203,0,83,229,0,255,184,0,102,118,100,136,102,62,171,177,172,182,167,144,189,175,157,155,255,255,233,160,197,139,95,99,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
